Symbol	Species
HLA-F-AS1	homo sapiens
ENST00000421645	homo sapiens
TEX41	homo sapiens
RP5-857K21.7	homo sapiens
lncENST	homo sapiens
LINC01679	homo sapiens
MSC-AS1	homo sapiens
AGO2	homo sapiens
LINC00491	homo sapiens
IQANK1	homo sapiens
TCF7	homo sapiens
HCG22	homo sapiens
KCNK15-AS1	homo sapiens
C2CD4D-AS1	homo sapiens
CRART16	homo sapiens
LINC00240	homo sapiens
SNHG20	homo sapiens
LINC02532	homo sapiens
AK035396	homo sapiens
HOMER3-AS1	homo sapiens
HOXD-AS2	homo sapiens
CBR3-AS1	homo sapiens
RBPMS-AS1	homo sapiens
FAM201A	homo sapiens
LINC01614	homo sapiens
ABHD11-AS1	homo sapiens
LINC01857	homo sapiens
HAGLROS	homo sapiens
SNHG25	homo sapiens
MNX1-AS1	homo sapiens
RHPN1-AS1	homo sapiens
LINC01234	homo sapiens
SNHG4	homo sapiens
HAGLR	homo sapiens
TSIX	homo sapiens
LINC01224	homo sapiens
LINC00294	homo sapiens
TSPOAP1-AS1	homo sapiens
STXBP5-AS1	homo sapiens
GATA6-AS	homo sapiens
DIO3OS	homo sapiens
HEIH	homo sapiens
LINC00857	homo sapiens
DLX2-DT	homo sapiens
KIF9-AS1	homo sapiens
PPM1A-AS	homo sapiens
PAX8-AS1	homo sapiens
KLF3-AS1	homo sapiens
DLEU1	homo sapiens
AC008	homo sapiens
LNCRNA-ATB	homo sapiens
LINC00839	homo sapiens
NKILA	homo sapiens
PSMA3-AS1	homo sapiens
NONRATG019935.2	homo sapiens
FOXP4-AS	homo sapiens
CASC9-1	homo sapiens
ASAP1-IT1	homo sapiens
MIR4435-2HG	homo sapiens
ATP2B1-AS1	homo sapiens
CASC9	homo sapiens
HCG15	homo sapiens
SMIM30	homo sapiens
TRPM2-AS	homo sapiens
USP30-AS1	homo sapiens
THAP9-AS1	homo sapiens
DSCAM-AS1	homo sapiens
OIN1	homo sapiens
LINC00673	homo sapiens
MAPKAPK5-AS1	homo sapiens
ICMT-DT	homo sapiens
FOXCUT	homo sapiens
SNHG17	homo sapiens
CDKN2B-AS1	homo sapiens
SPANXA2-OT1	homo sapiens
IGF2BP2-AS1	homo sapiens
LINC00265	homo sapiens
PRECSIT	homo sapiens
NUTM2A-AS1	homo sapiens
CASC15	homo sapiens
TCTN2	homo sapiens
LINC00460	homo sapiens
TTN-AS1	homo sapiens
LINC00355	homo sapiens
MINCR	homo sapiens
DARS1-AS1	homo sapiens
MCF2L-AS1	homo sapiens
LUADT1	homo sapiens
CMDL-1	homo sapiens
SNHG22	homo sapiens
RGMB-AS1	homo sapiens
KASRT	homo sapiens
MANCR	homo sapiens
FBXL19-AS1	homo sapiens
GRASLND	homo sapiens
LINC00467	homo sapiens
DSCR8	homo sapiens
LBX2-AS1	homo sapiens
APCDD1L-DT	homo sapiens
lnc-KCNC3-3:1	homo sapiens
AC007639.1	homo sapiens
FTX	homo sapiens
SNHG9	homo sapiens
EPIST	homo sapiens
LINC00473	homo sapiens
LINC01094	homo sapiens
DLGAP1-AS1	homo sapiens
FEZF1-AS1	homo sapiens
HOXA-AS2	homo sapiens
SLC2A1-DT	homo sapiens
SATB1-AS1	homo sapiens
IGF2-AS	homo sapiens
NR_002794	homo sapiens
RMST	homo sapiens
CDK6-AS1	homo sapiens
DUXAP8	homo sapiens
SOX21-AS1	homo sapiens
THUMPD3-AS1	homo sapiens
HOXC-AS1	homo sapiens
LINC01342	homo sapiens
RP11-116G8.5	homo sapiens
ZSCAN16-AS1	homo sapiens
LINC00520	homo sapiens
PITPNA-AS1	homo sapiens
LINC01703	homo sapiens
TTC39A-AS1	homo sapiens
N1LR	homo sapiens
COL4A2-AS1	homo sapiens
CCDC196	homo sapiens
HAND2-AS1	homo sapiens
BCYRN1	homo sapiens
KTN1-AS1	homo sapiens
LINC01087	homo sapiens
BRE-AS	homo sapiens
HCG9	homo sapiens
LncRNA 4344	homo sapiens
SNHG7	homo sapiens
LINC01410	homo sapiens
LINC00511	homo sapiens
LINC01503	homo sapiens
PANTR1	homo sapiens
MSTRG.29039.1	homo sapiens
RP11-395G23.3	homo sapiens
FAM66C	homo sapiens
ELF3-AS1	homo sapiens
CHL1-AS1	homo sapiens
LINC00987	homo sapiens
MIR23AHG	homo sapiens
JPX	homo sapiens
HOXC-AS3	homo sapiens
CCAT2	homo sapiens
XLOC_005950	homo sapiens
LOC100505817	homo sapiens
APOA1-AS	homo sapiens
Lnc-AFTR	homo sapiens
KDM7A-DT	homo sapiens
DGUOK-AS1	homo sapiens
PCAT29	homo sapiens
FOXD1-AS1	homo sapiens
LAMTOR5-AS1	homo sapiens
MIR22HG	homo sapiens
LINC01711	homo sapiens
AK006774	homo sapiens
DNM3OS	homo sapiens
RUSC1-AS1	homo sapiens
VCAN-AS1	homo sapiens
CES1P1	homo sapiens
TCONS_00147848	homo sapiens
LINC01355	homo sapiens
UNC5B-AS1	homo sapiens
MIR3142HG	homo sapiens
ELFN1-AS1	homo sapiens
LINC00261	homo sapiens
Chaer	homo sapiens
TM4SF1-AS1	homo sapiens
PTAR	homo sapiens
COX10-DT	homo sapiens
TP73-AS1	homo sapiens
HNRNPU	homo sapiens
LOC100996425	homo sapiens
NONHSAT079852.2	homo sapiens
RP11-874J12.4	homo sapiens
HOTAIRM1-1	homo sapiens
B3GALT5-AS1	homo sapiens
SENCR	homo sapiens
PAUPAR	homo sapiens
LINC01089	homo sapiens
DDX11-AS1	homo sapiens
TCONS_00004099	homo sapiens
LINC00858	homo sapiens
LINC02381	homo sapiens
MIR200CHG	homo sapiens
LOC366613	homo sapiens
ENST00000623984	homo sapiens
LINC00115	homo sapiens
GLIDR	homo sapiens
AATBC	homo sapiens
LINC00607	homo sapiens
POLR1HASP	homo sapiens
RBM5-AS1	homo sapiens
HULC	homo sapiens
SDCBP2-AS1	homo sapiens
AK139328	homo sapiens
FARP1	homo sapiens
RP11-81H3.2	homo sapiens
MIR99AHG	homo sapiens
HOXB-AS3	homo sapiens
LSINCT5	homo sapiens
ILF3-DT	homo sapiens
FIRRE	homo sapiens
SLC9A3-AS1	homo sapiens
CASC19	homo sapiens
BCAR4	homo sapiens
LINC00319	homo sapiens
TPT1-AS1	homo sapiens
LINC01132	homo sapiens
LINC01508	homo sapiens
RP11-283G6.5	homo sapiens
SFTA3	homo sapiens
LINC02535	homo sapiens
LYRM4-AS1	homo sapiens
A1BG-AS1	homo sapiens
PAXIP1-DT	homo sapiens
DPP10-AS1	homo sapiens
Vof-16	homo sapiens
DGCR5	homo sapiens
PELATON	homo sapiens
LINC00632	homo sapiens
ACTA2-AS1	homo sapiens
Ptgs2os2	homo sapiens
W42	homo sapiens
LINC01116	homo sapiens
LINC01018	homo sapiens
TUSC8	homo sapiens
LINC01629	homo sapiens
SLC25A25-AS1	homo sapiens
WT1-AS	homo sapiens
WDFY3-AS2	homo sapiens
ST8SIA6-AS1	homo sapiens
PR11-364P22.2	homo sapiens
MST1P2	homo sapiens
lncHSAT164	homo sapiens
LOC146880	homo sapiens
AK136714	homo sapiens
TCONS-00026762	homo sapiens
CCDC26	homo sapiens
CD27-AS1	homo sapiens
AL139002.1	homo sapiens
AFAP-AS1	homo sapiens
SH3PXD2A-AS1	homo sapiens
GATA6-AS1	homo sapiens
LMO7DN	homo sapiens
MILIP	homo sapiens
AK020546	homo sapiens
LINC00173	homo sapiens
CCDC144NL-AS1	homo sapiens
MT1JP	homo sapiens
DLEU2L	homo sapiens
GHRLOS	homo sapiens
LINC01929	homo sapiens
EGOT	homo sapiens
LINC02308	homo sapiens
TP53COR1	homo sapiens
Mirt2	homo sapiens
RP11-569A11.1	homo sapiens
CTD-2245E15.3	homo sapiens
MIR31HG	homo sapiens
HOTAIRM1	homo sapiens
LINC01061	homo sapiens
KCNQ1	homo sapiens
SUMO1P3	homo sapiens
LINC02474	homo sapiens
LIPE-AS1	homo sapiens
MGAT3-AS1	homo sapiens
MTX2-6	homo sapiens
LINC01003	homo sapiens
LOC648987	homo sapiens
TYMSOS	homo sapiens
SCHLAP1	homo sapiens
NR024118	homo sapiens
lnc-HLX-2-7	homo sapiens
PP7080	homo sapiens
PANDAR	homo sapiens
LINC01303	homo sapiens
ZEB2-AS1	homo sapiens
LINC00221	homo sapiens
PWAR6	homo sapiens
SOCS2-AS1	homo sapiens
FAM238C	homo sapiens
NOP14-AS1	homo sapiens
LIFR-AS1	homo sapiens
DLEU2	homo sapiens
MR4435-2HG	homo sapiens
GATA3-AS1	homo sapiens
GREP1	homo sapiens
MROCKI	homo sapiens
LINC00641	homo sapiens
Ttc3-209	homo sapiens
OTUD6B-AS1	homo sapiens
THRIL	homo sapiens
TRHDE-AS1	homo sapiens
LINC01291	homo sapiens
TONSL-AS1	homo sapiens
LINC00504	homo sapiens
NBR2	homo sapiens
RPLP0P2	homo sapiens
LINC01605	homo sapiens
DNAJC3-DT	homo sapiens
ZNF561-AS1	homo sapiens
LINC00477	homo sapiens
AC005592.2	homo sapiens
NNT-AS1	homo sapiens
GRHL2-DT	homo sapiens
ANPODRT	homo sapiens
LINC00488	homo sapiens
MEG	homo sapiens
BTG3-7:1	homo sapiens
FER1L4	homo sapiens
LINC00662	homo sapiens
RNF32-DT	homo sapiens
LINC00461	homo sapiens
SLC12A2-DT	homo sapiens
CCNL1-3:1	homo sapiens
MIR205HG	homo sapiens
LINC01278	homo sapiens
LINC00242	homo sapiens
RAET1K	homo sapiens
ROR1-AS1	homo sapiens
LINC02288	homo sapiens
LINC01152	homo sapiens
UBA6-DT	homo sapiens
LINC00538	homo sapiens
BC037916	homo sapiens
FAM83A-AS1	homo sapiens
SBF2-AS1	homo sapiens
HOXC-AS2	homo sapiens
TUSC7	homo sapiens
GACAT1	homo sapiens
GAN	homo sapiens
LEF1-AS1	homo sapiens
PGM5-AS1	homo sapiens
LINC00689	homo sapiens
BLACAT1	homo sapiens
LINC00466	homo sapiens
LINC00963	homo sapiens
LINC00525	homo sapiens
PAQR9	homo sapiens
FGF12-AS2	homo sapiens
UBE2R2-AS1	homo sapiens
LINC01426	homo sapiens
KCNMB2-AS1	homo sapiens
LncOGD-1006	homo sapiens
T199678	homo sapiens
NLIPMT	homo sapiens
RAD51-AS1	homo sapiens
LINC00844	homo sapiens
LINC01305	homo sapiens
RP11-705C15.3	homo sapiens
AK148321	homo sapiens
LUNAR1	homo sapiens
ANCR	homo sapiens
E2F4as	homo sapiens
BANCR	homo sapiens
A2M-AS1	homo sapiens
C1QTNF1	homo sapiens
LINC00239	homo sapiens
CASC11	homo sapiens
PDCD4-AS1	homo sapiens
SPINT1-AS1	homo sapiens
PMS2P2	homo sapiens
EZR-AS1	homo sapiens
LINC00052	homo sapiens
LINC01126	homo sapiens
HIF1A-AS1	homo sapiens
GAS6-AS1	homo sapiens
KRT16P3	homo sapiens
GNAS-AS1	homo sapiens
GNAT1-1	homo sapiens
TERF1	homo sapiens
HRIM	homo sapiens
VIM-AS1	homo sapiens
LOC441178	homo sapiens
LINC00671	homo sapiens
TNK2-AS1	homo sapiens
SIRLNT	homo sapiens
PRR34-AS1	homo sapiens
SNHG29	homo sapiens
Lnc00675	homo sapiens
RP11-84E24.3	homo sapiens
LINC01232	homo sapiens
USP2-AS1	homo sapiens
LINC01315	homo sapiens
DICER1-AS1	homo sapiens
LINC01260	homo sapiens
LINC01436	homo sapiens
FAM99A	homo sapiens
MIR100HG	homo sapiens
FAM181A-AS1	homo sapiens
LINC01133	homo sapiens
FALEC	homo sapiens
LINC00589	homo sapiens
RPS10P7	homo sapiens
LINC02471	homo sapiens
HIF1A-AS2	homo sapiens
SFTA1P	homo sapiens
LNCNEF	homo sapiens
SPATS2	homo sapiens
GASAL1	homo sapiens
LINC00908	homo sapiens
LINC00210	homo sapiens
ERGAL	homo sapiens
FAM225A	homo sapiens
ZNF503-AS1	homo sapiens
NONHSAT143692.2	homo sapiens
MKLN1-AS	homo sapiens
LINC01106	homo sapiens
lncRNA 00312	homo sapiens
SOCS2-AS	homo sapiens
LINC00339	homo sapiens
WEE2-AS1	homo sapiens
LINC00324	homo sapiens
Oip5os1	homo sapiens
LINC00519	homo sapiens
ANKRD40CL	homo sapiens
NONHSAT141924	homo sapiens
ZNF667-AS1	homo sapiens
LINC00668	homo sapiens
XLOC_032768	homo sapiens
LINC01134	homo sapiens
FOXC2-AS1	homo sapiens
TUBA4B	homo sapiens
LINC01694	homo sapiens
Erbb4-IR	homo sapiens
GAS6-DT	homo sapiens
GACAT3	homo sapiens
LINC00588	homo sapiens
ATB	homo sapiens
UFC1	homo sapiens
LIMD1-AS1	homo sapiens
MIR124-1HG	homo sapiens
SAMMSON	homo sapiens
EWSR1	homo sapiens
ZNF710-AS1-202	homo sapiens
ST3GAL6-AS1	homo sapiens
ASB16-AS1	homo sapiens
LINC00342	homo sapiens
SDHAP1	homo sapiens
LINC00114	homo sapiens
LINC00899	homo sapiens
GUSBP5-AS	homo sapiens
PSMB8-AS1	homo sapiens
LINC00628	homo sapiens
RP11-363E7.4	homo sapiens
LINC01939	homo sapiens
LINC00174	homo sapiens
LNCRNA-IUR	homo sapiens
ARAP1-AS1	homo sapiens
RP11-284P20.2	homo sapiens
PEAMIR	homo sapiens
DCST1-AS1	homo sapiens
CNN3-206	homo sapiens
ODSM	homo sapiens
LNCOC1	homo sapiens
SYNE3	homo sapiens
RP6-65G23.1	homo sapiens
LINC02595	homo sapiens
LINC00623	homo sapiens
AL049437	homo sapiens
LINC01093	homo sapiens
MATN1-AS1	homo sapiens
HAL	homo sapiens
MIR7-3HG	homo sapiens
DDOST	homo sapiens
AK094457	homo sapiens
CAR10	homo sapiens
LINC01783	homo sapiens
FLVCR-AS1	homo sapiens
LINC01561	homo sapiens
SRLR	homo sapiens
SERTAD2-3	homo sapiens
LOC285194	homo sapiens
FLANC	homo sapiens
LINC-PINT	homo sapiens
ITGB2-AS1	homo sapiens
LINP1	homo sapiens
lnc010561	homo sapiens
LNC01133	homo sapiens
CERNA2	homo sapiens
LNC00673	homo sapiens
PRKCZ-AS1	homo sapiens
PDIA3P1	homo sapiens
SMAD5-AS1	homo sapiens
LINC01121	homo sapiens
PTENP1	homo sapiens
LINC00703	homo sapiens
LINC00365	homo sapiens
CIR1	homo sapiens
HOXB-AS1	homo sapiens
CRAL	homo sapiens
F11-AS1	homo sapiens
RP1-93H18.6	homo sapiens
EFNA1	homo sapiens
APOC1P1	homo sapiens
C2orf92	homo sapiens
CR749391	homo sapiens
LINC02883	homo sapiens
RP11-422N16.3	homo sapiens
NTF3-5	homo sapiens
LINC02418	homo sapiens
LINC00528	homo sapiens
RP5-833A20.1	homo sapiens
LINC00682	homo sapiens
CARMN	homo sapiens
GPX3-AS	homo sapiens
EPIC1	homo sapiens
LINC01518	homo sapiens
STARD13-AS	homo sapiens
TOB1-AS1	homo sapiens
FTH1P3	homo sapiens
MRPS30-DT	homo sapiens
LINC01128	homo sapiens
MYCNOS	homo sapiens
AC007271.3	homo sapiens
ACART	homo sapiens
SRRM2-AS	homo sapiens
LEGLTBC	homo sapiens
CASC21	homo sapiens
THORLNC	homo sapiens
PLCD3-OT1	homo sapiens
MVIH	homo sapiens
RP11-468E2.5	homo sapiens
RPPH1	homo sapiens
EIF3J-DT	homo sapiens
LINC01638	homo sapiens
AOC4P	homo sapiens
ADPGK-AS1	homo sapiens
ENST00000470447.1	homo sapiens
LACAT1	homo sapiens
LINC01433	homo sapiens
LINC01980	homo sapiens
LINC01048	homo sapiens
ES1	homo sapiens
ENST00000413528	homo sapiens
LOC730100	homo sapiens
LINC01138	homo sapiens
KB-1471A8.2	homo sapiens
LMCD1-AS1	homo sapiens
XLOC_013703	homo sapiens
PTTG3P	homo sapiens
LINC02023	homo sapiens
CHRF	homo sapiens
POU3F3	homo sapiens
PRDM16-DT	homo sapiens
DBH-AS1	homo sapiens
MRAK048635_P1	homo sapiens
BABAM2-AS1	homo sapiens
RP5-916L7.2	homo sapiens
RP11-567G11.1	homo sapiens
SLC25A5-AS1	homo sapiens
LINC00968	homo sapiens
TFAP2A-AS1	homo sapiens
LINC00994	homo sapiens
LINC00299	homo sapiens
PICART1	homo sapiens
LINC00518	homo sapiens
AK038897	homo sapiens
PXN-AS1-L	homo sapiens
LINC00163	homo sapiens
GAPLINC	homo sapiens
FAM84B-AS	homo sapiens
LINC02682	homo sapiens
MIRT1	homo sapiens
LINC01170	homo sapiens
PRNCR1-2	homo sapiens
SAP30L-AS1	homo sapiens
MIR570HG	homo sapiens
uc.294	homo sapiens
PCA3	homo sapiens
CTD-2510F5.4	homo sapiens
LINC00667	homo sapiens
ZFHX4-AS1	homo sapiens
LOC111365171	homo sapiens
LINC01118	homo sapiens
RUNX1-IT1	homo sapiens
LINC00707	homo sapiens
LOC134466	homo sapiens
XLOC_006753	homo sapiens
SLC4A1-1	homo sapiens
AC003092.1	homo sapiens
CA3-AS1	homo sapiens
UBE2CP3-001	homo sapiens
TPTE2P1	homo sapiens
PRRG4-4	homo sapiens
CLDND1	homo sapiens
APTR	homo sapiens
Gm6135	homo sapiens
Gm15290	homo sapiens
NKX2-1-AS1	homo sapiens
MAP3K20-AS1	homo sapiens
EPB41L4A-DT	homo sapiens
MIF-AS1	homo sapiens
lncRNA-135528	homo sapiens
lncR-D63785	homo sapiens
LINC000607	homo sapiens
GSC-DT	homo sapiens
RP11-79H23.3	homo sapiens
NSCLCAT1	homo sapiens
OECC	homo sapiens
EFNA3	homo sapiens
DQ786243	homo sapiens
LINC00888	homo sapiens
HEGBC	homo sapiens
RP11-357H14.17	homo sapiens
LINC01512	homo sapiens
CAMTA1	homo sapiens
TCONS_00026907	homo sapiens
RP11-169D4.1	homo sapiens
AB019562	homo sapiens
LINC02633	homo sapiens
UCC	homo sapiens
RP11-708H21.4	homo sapiens
UXT-AS1	homo sapiens
LINC00312	homo sapiens
RB1-DT	homo sapiens
SMIM10L2A	homo sapiens
lnc-IL7R	homo sapiens
MHENCR	homo sapiens
RPAIN	homo sapiens
LINC00887	homo sapiens
uc.187	homo sapiens
DBCCR1-003	homo sapiens
LINC00161	homo sapiens
CPS1-IT1	homo sapiens
PCBP2-OT1	homo sapiens
NR_026689	homo sapiens
91H	homo sapiens
MELTF	homo sapiens
GAS5-AS1	homo sapiens
uc.63	homo sapiens
AK126698	homo sapiens
CLMAT3	homo sapiens
RP11-838N2.4	homo sapiens
uc.167	homo sapiens
LOC112543491	homo sapiens
LOC572558	homo sapiens
LOC101926975	homo sapiens
OTUB1-isoform 2	homo sapiens
SCIRT	homo sapiens
LINC01123	homo sapiens
lnc-HZ04	homo sapiens
BVES-AS1	homo sapiens
RP11-301G19.1	homo sapiens
NFYC-AS1	homo sapiens
CAIF	homo sapiens
ARRDC1-AS1	homo sapiens
PICSAR	homo sapiens
LIT3527	homo sapiens
RAMS11	homo sapiens
LINC01311	homo sapiens
LOC389641	homo sapiens
TP53TG1	homo sapiens
LINC00313	homo sapiens
SPAG5-AS1	homo sapiens
lincRNA-EPS	homo sapiens
TMC6	homo sapiens
VNN3	homo sapiens
RP11-476D10.1	homo sapiens
CA7-4	homo sapiens
17A	homo sapiens
AGER	homo sapiens
Lnc-D63785	homo sapiens
IDH1-AS1	homo sapiens
DNAH17-AS1	homo sapiens
PCAT19	homo sapiens
HMGA1P4	homo sapiens
LPP-AS2	homo sapiens
RP11-462C24.1	homo sapiens
RP11-284F21.9	homo sapiens
WWOX-AS1	homo sapiens
LINC01243	homo sapiens
Lnc-MAP6-1:3	homo sapiens
LINC00612	homo sapiens
FAM230B	homo sapiens
RP11-400N13.3	homo sapiens
LINC01198	homo sapiens
PMSB8-AS1	homo sapiens
FAM133B-2	homo sapiens
TBX5-AS1	homo sapiens
GSEC	homo sapiens
LINC00475	homo sapiens
LINC01705	homo sapiens
NOS2P3	homo sapiens
RP11-480I12.5-004	homo sapiens
LINC00501	homo sapiens
MACC1-AS1	homo sapiens
RCC2-AS1	homo sapiens
ZNF281	homo sapiens
NFIA-AS2	homo sapiens
H1-10-AS1	homo sapiens
IGFBP4-1	homo sapiens
AY343892	homo sapiens
LINC01535	homo sapiens
SNHG10	homo sapiens
SEPTIN14P20	homo sapiens
ANXA2P2	homo sapiens
IFNG-AS1	homo sapiens
RP11-295G20.2	homo sapiens
SCAMP1-TV2	homo sapiens
FGF14-AS2	homo sapiens
RP11-838N2.3	homo sapiens
HORAS5	homo sapiens
SENP3-EIF4A1	homo sapiens
SMIM45	homo sapiens
NIHCOLE	homo sapiens
AC023794.4-201	homo sapiens
NPBWR1-2	homo sapiens
LINC01963	homo sapiens
LNCARSR	homo sapiens
LncRNA 691	homo sapiens
AK025387	homo sapiens
RP11-59H7.3	homo sapiens
NR_136400	homo sapiens
CACNA1G-AS1	homo sapiens
EMBP1	homo sapiens
MEG3-210	homo sapiens
ZNF407-AS1	homo sapiens
OR3A4	homo sapiens
SDNOR	homo sapiens
CASC2c	homo sapiens
PIK3CD-AS1	homo sapiens
HHIP-AS1	homo sapiens
COMETT	homo sapiens
AK027294	homo sapiens
RPL34-DT	homo sapiens
DUXAP10	homo sapiens
SWINGN	homo sapiens
SLC26A4-AS1	homo sapiens
lncRNA-u50535	homo sapiens
LINC01096	homo sapiens
LINC00485	homo sapiens
MYOSLID	homo sapiens
LINC00462	homo sapiens
LOXL1-AS	homo sapiens
KRT19P3	homo sapiens
MROH7-TTC4	homo sapiens
SAMD12-AS1	homo sapiens
UGP2	homo sapiens
BC050642	homo sapiens
AK077216	homo sapiens
CCAL	homo sapiens
KCTD13	homo sapiens
PDPK2P	homo sapiens
SDPR-AS	homo sapiens
Lnc01296	homo sapiens
MIR222HG	homo sapiens
RP5-1120P11.3	homo sapiens
MELTF-AS1	homo sapiens
SCARNA10	homo sapiens
MHRT	homo sapiens
PSLNR	homo sapiens
NR4A1AS	homo sapiens
C1QTNF1-AS1	homo sapiens
LINC00598	homo sapiens
lncPolE	homo sapiens
KCNMA1-AS1	homo sapiens
SCAMP1	homo sapiens
LINC01579	homo sapiens
IRF1-AS	homo sapiens
LINC01287	homo sapiens
CTBP1-AS	homo sapiens
HMMR-AS1	homo sapiens
TCONS_l2_00002973	homo sapiens
LINC01220	homo sapiens
LINC00515	homo sapiens
RUBCNL	homo sapiens
lnc-IRAK3-3	homo sapiens
TGFB2-AS1	homo sapiens
Lnc-NA	homo sapiens
CYTOR2	homo sapiens
LINC01419	homo sapiens
C2dat1	homo sapiens
SHANK2-AS	homo sapiens
KCNA3	homo sapiens
NRAL	homo sapiens
LINC00222	homo sapiens
NR_033515	homo sapiens
LINC01793	homo sapiens
RP11-543N12.1	homo sapiens
DMTF1v4	homo sapiens
PRAL	homo sapiens
RAB11B-AS1	homo sapiens
FAS-AS1	homo sapiens
BISPR	homo sapiens
LINC01186	homo sapiens
AX800134	homo sapiens
LINC01672	homo sapiens
lncAKHE	homo sapiens
NBAT1	homo sapiens
DNACR	homo sapiens
lnc-UIHTC	homo sapiens
PWRN1	homo sapiens
BC032020	homo sapiens
CAT104	homo sapiens
LINC00659	homo sapiens
NEAT1_2	homo sapiens
RP11-552M11.4	homo sapiens
MTCO1P5	homo sapiens
FGFR3-AS1	homo sapiens
gadd7	homo sapiens
MG63	homo sapiens
uc.173	homo sapiens
RUSC1-AS-N	homo sapiens
CNALPTC1	homo sapiens
AC067945.2	homo sapiens
BG981369	homo sapiens
RP11-714G18.1	homo sapiens
MSX2P1	homo sapiens
LINC01619	homo sapiens
uc.38	homo sapiens
EBF3-AS	homo sapiens
PCAT7	homo sapiens
C10orf143	homo sapiens
TUC40-	homo sapiens
LIN28A	homo sapiens
XLOC	homo sapiens
EGILA	homo sapiens
LOC554202	homo sapiens
HOXA-AS2C	homo sapiens
TCONS_00068220	homo sapiens
HSP90AA1-IT1	homo sapiens
AK001796	homo sapiens
RPL13AP20	homo sapiens
LDC1P	homo sapiens
BC012900	homo sapiens
uc.206	homo sapiens
TRIM52-AS1	homo sapiens
AB209630	homo sapiens
LOC100129973	homo sapiens
PINC	homo sapiens
BALR6	homo sapiens
BX647187	homo sapiens
HIF1A-AS1A	homo sapiens
AF339813	homo sapiens
Lnc_bc060912	homo sapiens
AK022798	homo sapiens
LINC00974	homo sapiens
LincRNA-UFC1	homo sapiens
LOC401317	homo sapiens
CADM1-AS1	homo sapiens
URHC	homo sapiens
DMTF1	homo sapiens
DQ786227	homo sapiens
T-ALL-R-LncR1	homo sapiens
H19	mus musculus
Meg3	mus musculus
Hotair	mus musculus
ADAMTS9-AS2	mus musculus
F630028O10Rik	mus musculus
ADAMTS9-AS1	mus musculus
Mir9-3hg	mus musculus
RP11-89	mus musculus
TMEM161B-DT	mus musculus
Zfas1	mus musculus
MT1DP	mus musculus
Pvt1	mus musculus
LINC00472	mus musculus
TTTY15	mus musculus
Gas5	mus musculus
LINC00922	mus musculus
Snhg12	mus musculus
AGAP2-AS1	mus musculus
CHRM3-AS2	mus musculus
GIHCG	mus musculus
DUXAP9	mus musculus
VPS9D1-AS1	mus musculus
LINC00630	mus musculus
CATIP-AS1	mus musculus
Norad	mus musculus
Hottip	mus musculus
GPC5-AS1	mus musculus
LINC00205	mus musculus
Dancr	mus musculus
LHFPL3-AS1	mus musculus
RNASEH1-DT	mus musculus
AC099850.3	mus musculus
Snhg5	mus musculus
Mir17hg	mus musculus
S100B-2	mus musculus
LINC00943	mus musculus
Snhg3	mus musculus
Snhg1	mus musculus
DLX6-AS1	mus musculus
PAARH	mus musculus
HOXA11-AS	mus musculus
IRAIN	mus musculus
HISLA	mus musculus
MBNL1-AS1	mus musculus
HNF1A-AS1	mus musculus
Dubr	mus musculus
LINC00942	mus musculus
Snhg8	mus musculus
LUCAT1	mus musculus
FOXP4-AS1	mus musculus
ADIRF-AS1	mus musculus
LINC00885	mus musculus
PURPL	mus musculus
CCAT1	mus musculus
Miat	mus musculus
HOXA-AS3	mus musculus
BDNF-AS	mus musculus
UCA1	mus musculus
LINC01748	mus musculus
Xist	mus musculus
Fendrr	mus musculus
Tug1	mus musculus
FOXD3-AS1	mus musculus
lncENST	mus musculus
FGD5-AS1	mus musculus
LINC01679	mus musculus
Ago2	mus musculus
LINC01194	mus musculus
LINC02532	mus musculus
Snhg6	mus musculus
AK035396	mus musculus
HOXD-AS2	mus musculus
CBR3-AS1	mus musculus
RBPMS-AS1	mus musculus
Haglr	mus musculus
Tsix	mus musculus
Dio3os	mus musculus
KIF9-AS1	mus musculus
PPM1A-AS	mus musculus
KLF3-AS1	mus musculus
AC008	mus musculus
ADORA2A-AS1	mus musculus
ASAP1-IT1	mus musculus
HCG15	mus musculus
Smim30	mus musculus
DSCAM-AS1	mus musculus
Sox2ot	mus musculus
OIN1	mus musculus
ABHD11-AS1	mus musculus
DHRS4-AS1	mus musculus
ICMT-DT	mus musculus
Rmrp	mus musculus
Snhg17	mus musculus
Crnde	mus musculus
PRECSIT	mus musculus
MINCR	mus musculus
ASMTL-AS1	mus musculus
DARS1-AS1	mus musculus
CASC9	mus musculus
KASRT	mus musculus
MANCR	mus musculus
CDKN2B-AS1	mus musculus
Malat1	mus musculus
DSCR8	mus musculus
LBX2-AS1	mus musculus
lnc-KCNC3-3:1	mus musculus
AC007639.1	mus musculus
PART1	mus musculus
LINC01094	mus musculus
LINC01224	mus musculus
Chrf	mus musculus
Snhg11	mus musculus
SLC2A1-DT	mus musculus
SATB1-AS1	mus musculus
IGF2-AS	mus musculus
DUXAP8	mus musculus
SOX21-AS1	mus musculus
LINC01342	mus musculus
ZSCAN16-AS1	mus musculus
LINC00958	mus musculus
LINC00852	mus musculus
PITPNA-AS1	mus musculus
LINC01703	mus musculus
NRAD1	mus musculus
Smim31	mus musculus
N1LR	mus musculus
MAGI2-AS3	mus musculus
CYTOR	mus musculus
COL4A2-AS1	mus musculus
